,EBS_GA,Ensemble,LSA,MaTGA,MFEA,MTEA_AD,S-MFEA,S-MFEA-KL,SBS_GA,,,,,,,,,,,
445,194.4014935,276.8829619,270.4417452,86.2106131,35953.2872,6400765978,256.0866535,178.2321138,176.1645695,,,,,,,,,,,
446,1.120507179,0,0,0.025190791,18.62836718,21.40658466,0,0,0.003435375,,,,,,,,,,,
447,366.5369547,166.9978953,108.589732,92.37491906,629.4800141,36860.79624,97.07776791,94.83332216,367.9112892,,,,,,,,,,,
448,0.00059687,0,0.000246566,0.007135626,0.580133882,36.84349898,0,0.000246535,0.001087881,,,,,,,,,,,
449,5.514754244,9.292389019,15.72754703,4.199436855,48.92025275,42.9303142,15.75984745,15.95970433,3.463503202,,,,,,,,,,,
450,1175.152795,1345.280996,1050.855427,861.2437646,15610.19841,6434518888,449.2407956,162.9218229,962.7147502,,,,,,,,,,,
451,0.009601131,0,0,0.025011821,20.11330286,21.38877538,0,0,0.00368819,,,,,,,,,,,
452,349.8110645,136.0607487,123.2387818,94.81355373,645.5575028,36077.5217,121.009482,115.4916078,371.6143927,,,,,,,,,,,
453,0.000673292,0,0.001231491,0.006532363,0.582008179,34.56395602,0,0,0.000796142,,,,,,,,,,,
454,3.990354983,11.06903926,17.11106228,5.670698252,48.67481945,42.58050262,16.22943525,16.20983044,4.165085748,,,,,,,,,,,
455,11228.06983,4493.661555,5151.195989,7256.540899,5992.234919,16578.49856,4899.654753,3792.171824,9965.100501,,,,,,,,,,,
456,181.7619606,295.0790149,107.6990108,78.68046033,62761.86664,7319836226,63.10168778,212.3393722,158.0964372,,,,,,,,,,,
457,0.007699938,0,0,0.053500151,19.5640495,21.4025654,0,0,0.003116685,,,,,,,,,,,
458,357.871686,132.3027525,185.1888375,93.25783449,629.013383,36736.37944,122.4503635,118.4292917,363.8875361,,,,,,,,,,,
459,0.000623456,0,0.000246542,0.006706283,0.59324615,37.01699665,0.000574701,0,0.001293871,,,,,,,,,,,
460,4.394221101,12.3039131,18.37554199,4.863011252,49.84107979,43.0985421,16.67936085,15.7213885,3.738068275,,,,,,,,,,,
461,10590.29263,4708.671484,5134.463593,6674.384545,5728.552362,16524.73066,3984.901029,3918.793337,10604.0693,,,,,,,,,,,
462,251.6086136,330.7125527,127.5270644,93.41918595,30037.66919,6820256499,232.9306637,167.0624377,576.3316817,,,,,,,,,,,
463,0.02448152,0,0,0.027289254,19.63154692,21.40485052,0,0,0.003246677,,,,,,,,,,,
464,342.7361421,135.2337131,96.38677919,98.61998178,641.2858684,39528.24667,130.2720398,120.486945,364.8353381,,,,,,,,,,,
465,0.000904978,0,0.000575118,0.006232083,0.591518648,38.23219055,0,0,0.001101211,,,,,,,,,,,
466,4.29288202,10.82107613,16.24467558,4.669622438,48.47775808,42.74830201,16.94074444,17.33558796,3.427909216,,,,,,,,,,,
467,10689.73774,4915.052725,5481.709558,7166.668391,5986.527636,16606.31812,4948.962207,5280.169999,10992.75171,,,,,,,,,,,
468,546.560185,183.8992584,419.7639348,204.0089527,65405.42842,5926393976,82.52970372,61.93982693,339.8934833,,,,,,,,,,,
469,0.895611424,0,0,0.02649267,20.16007246,21.40234085,0,0,0.004166689,,,,,,,,,,,
470,349.6954623,130.1133347,108.9680422,100.3918437,613.9097675,36622.85861,127.7708572,118.5521981,366.9463946,,,,,,,,,,,
471,0.000647742,0,0.000739622,0.007947271,0.573278124,35.44863144,0,0.001972935,0.000900533,,,,,,,,,,,
472,3.84340524,9.674091443,16.89686213,5.120365793,50.11695865,42.80094686,14.67192431,15.12951321,3.73526678,,,,,,,,,,,
473,10371.69313,4295.43883,5305.630173,6959.125806,5799.117035,16623.39478,4757.841169,3840.172396,9874.261555,,,,,,,,,,,
474,392.4961634,638.2165547,1095.258777,641.3300548,10917.06616,6177094985,624.9843216,875.1766751,1112.70028,,,,,,,,,,,
475,0.885366926,0,0,0.688721489,20.17494236,21.4218119,0,0,0.003699753,,,,,,,,,,,
476,367.7915035,168.9823331,153.8370527,96.07275337,643.0909757,34077.50547,89.99476376,120.0355186,365.8565112,,,,,,,,,,,
477,0.000570964,0,0.001806563,0.006769615,0.583734943,36.61686244,0,0,0.000744823,,,,,,,,,,,
478,4.263760911,10.37308944,16.64615939,4.263969949,49.97942304,42.58700811,16.71140633,18.02528191,4.34905149,,,,,,,,,,,
479,10609.24362,5002.443909,5620.642767,6890.050485,6007.654927,16990.43449,5020.566959,4204.293032,11396.84598,,,,,,,,,,,
480,398.8170106,617.3609171,603.6728959,721.5922867,44335.91709,6287477131,598.2807614,536.3763942,488.9838921,,,,,,,,,,,
481,0.15939237,0,0,0.023018862,20.13576954,21.39410438,0,0,0.003709571,,,,,,,,,,,
482,336.9743114,123.6474078,127.187303,99.2468665,659.5822205,37468.09698,93.64550246,149.7953688,372.8782231,,,,,,,,,,,
483,0.000601755,0,0.001643238,0.006838144,0.567418195,34.39191848,0,0,0.00079592,,,,,,,,,,,
484,5.480776831,12.5244173,16.29225601,5.36994982,49.83602801,42.74734251,17.66071134,13.7285206,3.893092156,,,,,,,,,,,
485,10818.75992,5270.103723,5898.517765,7517.608509,6029.918505,16812.47064,5097.027366,4197.451552,11919.87031,,,,,,,,,,,
486,422.0377751,326.2771331,199.9475436,225.0384533,39643.2773,7041797746,115.8624988,178.580385,295.3915293,,,,,,,,,,,
487,0.357553391,0,0,0.024480192,20.15125519,21.40054395,0,0.205416397,0.003831851,,,,,,,,,,,
488,381.0025383,154.4679997,171.5751166,92.66541755,622.3247879,35718.77247,140.3220683,135.1344224,351.2432145,,,,,,,,,,,
489,0.000536774,0,0.00024654,0.005565822,0.575541437,38.51537614,0,0,0.000803856,,,,,,,,,,,
490,4.720905279,10.24731986,17.79379465,4.838680137,49.17058811,42.41088744,15.33547953,17.32044417,3.02881787,,,,,,,,,,,
491,9777.742301,4346.190391,4911.933434,6697.299527,5068.272348,16716.09675,4108.887877,3126.010147,10590.05508,,,,,,,,,,,
492,313.7495775,352.870337,308.174892,227.9910367,46542.80949,7120441489,157.5154548,128.3056463,733.2586035,,,,,,,,,,,
493,0.215176118,0,0,0.023716855,20.13632343,21.40759889,0,0,0.004058052,,,,,,,,,,,
494,357.4308132,158.345641,147.4742104,93.80034043,625.5685463,36660.82612,130.0329142,113.2625067,369.4708484,,,,,,,,,,,
495,0.000928643,0,0.000493074,0.00595267,0.577772056,35.36046501,0.00049308,0.002464198,0.001229884,,,,,,,,,,,
496,4.031370386,11.40139758,16.15593709,3.816709419,48.86326645,42.68956801,15.81958781,15.7018898,3.838669222,,,,,,,,,,,
497,11377.41368,5028.612604,5077.309566,6886.480367,5813.892516,16784.10409,4876.923594,3632.973936,11182.69464,,,,,,,,,,,
498,451.9603851,129.5677464,121.7574529,146.4512906,54328.82905,6788040477,58.72486994,259.0716495,128.4534887,,,,,,,,,,,
499,0.104138376,0,0,0.024976647,20.17888395,21.41114792,0,0,0.003870507,,,,,,,,,,,
